carat,cut,color,clarity,depth,table,x,y,z,Expensive
1.7,Premium,I,VS1,58.0,60.0,7.88,7.84,4.56,1
0.9,Very Good,D,VS2,63.3,59.0,6.12,6.17,3.89,1
0.7,Ideal,J,VS2,62.6,57.0,5.64,5.67,3.54,0
0.81,Good,D,SI1,64.1,54.0,5.92,5.96,3.81,1
0.31,Ideal,E,VS2,61.7,57.0,4.35,4.37,2.69,0
0.41,Premium,G,VS1,62.4,57.0,4.74,4.71,2.95,0
0.33,Very Good,G,VS1,61.0,57.0,4.46,4.49,2.72,0
0.71,Ideal,F,SI1,61.3,57.0,5.72,5.79,3.53,0
1.51,Good,H,SI2,62.8,60.0,7.22,7.26,4.55,1
0.92,Premium,D,SI2,62.5,59.0,6.24,6.2,3.89,1
0.42,Ideal,G,VVS2,60.7,55.0,4.86,4.89,2.96,0
0.38,Ideal,F,IF,61.5,56.0,4.67,4.7,2.88,0
0.9,Very Good,F,SI2,63.4,59.0,6.07,6.11,3.86,1
2.51,Premium,H,SI2,59.3,61.0,8.81,8.77,5.21,1
0.36,Ideal,D,VVS2,61.0,56.0,4.57,4.61,2.8,0
0.3,Good,G,VS1,63.6,55.0,4.26,4.29,2.72,0
0.41,Premium,J,VS1,62.1,58.0,4.75,4.79,2.96,0
0.49,Ideal,H,SI2,60.7,56.0,5.13,5.18,3.13,0
0.71,Premium,G,SI1,62.5,58.0,5.66,5.61,3.52,0
0.7,Premium,G,I1,59.7,59.0,5.76,5.57,3.39,0
0.4,Ideal,I,VVS2,62.0,56.0,4.74,4.77,2.95,0
0.58,Very Good,G,SI1,61.9,56.0,5.35,5.39,3.32,0
1.32,Premium,F,SI2,60.6,60.0,7.1,7.05,4.29,1
1.71,Very Good,J,SI1,62.9,58.0,7.58,7.64,4.79,1
0.7,Good,H,SI1,63.3,60.0,5.57,5.65,3.55,0
1.35,Premium,F,SI2,62.8,60.0,7.08,7.0,4.42,1
0.76,Ideal,G,VS2,61.7,54.0,5.88,5.92,3.64,0
0.72,Ideal,D,SI2,62.7,55.0,5.7,5.72,3.58,0
1.09,Premium,D,SI2,61.3,58.0,6.65,6.62,4.07,1
0.3,Ideal,E,SI1,62.9,57.0,4.32,4.27,2.7,0
1.01,Good,E,SI1,64.3,59.0,6.28,6.31,4.05,1
0.23,Very Good,F,VVS2,62.0,58.0,3.89,3.92,2.42,0
0.3,Premium,D,SI2,61.2,57.0,4.33,4.3,2.64,0
0.71,Very Good,F,SI2,63.2,57.0,5.66,5.7,3.59,0
0.28,Very Good,E,VVS2,63.2,56.0,4.17,4.21,2.65,0
0.51,Premium,F,SI1,61.4,59.0,5.13,5.13,3.16,0
0.7,Ideal,I,VVS2,61.1,56.0,5.73,5.76,3.52,0
0.41,Very Good,F,SI1,62.9,56.0,4.71,4.73,2.97,0
0.39,Ideal,F,SI1,60.1,58.0,4.74,4.78,2.86,0
1.31,Very Good,I,SI2,60.9,58.0,7.03,7.07,4.29,1
1.0,Very Good,H,SI2,63.3,57.0,6.37,6.3,4.01,1
0.67,Good,E,VS1,60.4,65.0,5.67,5.65,3.42,0
1.68,Very Good,F,VS2,61.1,60.0,7.63,7.7,4.68,1
0.25,Ideal,H,SI1,62.8,54.0,4.05,4.07,2.55,0
0.55,Ideal,D,SI2,61.6,56.0,5.28,5.31,3.26,0
0.73,Ideal,D,VS2,62.1,56.0,5.77,5.8,3.59,1
0.54,Ideal,F,VVS2,62.1,54.0,5.24,5.26,3.26,0
0.42,Very Good,F,SI1,60.6,58.0,4.81,4.89,2.94,0
1.0,Good,G,VS1,64.2,61.0,6.23,6.29,4.02,1
1.21,Premium,F,VS1,60.1,58.0,6.89,6.98,4.17,1
1.21,Premium,J,VS1,61.0,60.0,6.88,6.83,4.18,1
0.4,Ideal,F,VVS1,61.7,55.0,4.77,4.79,2.95,0
1.05,Premium,G,SI2,62.6,62.0,6.49,6.45,4.05,1
0.98,Fair,E,SI2,53.3,67.0,6.82,6.74,3.61,0
1.15,Premium,H,SI1,62.0,58.0,6.77,6.66,4.16,1
0.43,Premium,F,VS1,59.9,58.0,4.89,4.93,2.94,0
0.5,Good,D,VS2,64.0,56.0,5.04,5.02,3.22,0
1.06,Ideal,I,SI1,61.2,56.0,6.64,6.6,4.05,1
0.72,Ideal,F,VVS2,60.9,56.0,5.83,5.77,3.53,1
0.34,Premium,E,SI1,59.3,58.0,4.55,4.59,2.71,0
0.95,Ideal,E,VS1,61.5,57.0,6.28,6.3,3.87,1
0.5,Fair,F,I1,71.0,57.0,4.87,4.79,3.43,0
2.17,Ideal,H,SI2,62.0,56.0,8.25,8.29,5.13,1
0.34,Ideal,E,VVS1,61.8,57.0,4.46,4.5,2.78,0
0.9,Premium,G,VS2,62.9,62.0,6.06,6.02,3.8,1
0.29,Ideal,E,VS1,61.2,56.0,4.27,4.29,2.61,0
0.74,Very Good,I,VVS1,62.6,57.0,5.76,5.78,3.61,0
0.31,Good,H,VS1,64.0,59.0,4.25,4.28,2.73,0
1.0,Premium,H,I1,61.3,60.0,6.43,6.39,3.93,0
0.71,Premium,D,SI2,62.8,57.0,5.69,5.64,3.56,0
0.42,Premium,E,VS2,61.9,59.0,4.81,4.75,2.96,0
1.45,Ideal,J,VS2,61.9,59.0,7.16,7.21,4.45,1
0.31,Premium,E,VS1,61.9,56.0,4.37,4.32,2.69,0
0.31,Good,H,VS2,63.5,57.0,4.32,4.34,2.75,0
0.9,Very Good,H,VVS2,62.9,58.0,6.1,6.15,3.85,1
2.14,Premium,D,SI2,59.8,59.0,8.4,8.36,5.01,1
0.72,Ideal,F,SI2,61.7,55.0,5.79,5.75,3.56,0
0.76,Ideal,F,SI1,60.1,57.0,5.95,5.99,3.59,0
0.26,Very Good,H,VVS2,63.4,55.0,4.06,4.05,2.57,0
0.33,Ideal,G,SI2,61.9,56.0,4.41,4.45,2.74,0
1.04,Very Good,E,SI1,59.6,59.0,6.56,6.59,3.92,1
0.7,Very Good,H,VS2,60.0,57.0,5.74,5.8,3.46,0
1.19,Ideal,J,SI2,61.7,56.0,6.8,6.85,4.21,1
0.32,Ideal,G,VS2,61.8,55.0,4.41,4.42,2.73,0
0.53,Ideal,G,SI1,60.7,56.0,5.22,5.27,3.18,0
0.23,Very Good,F,VVS1,62.3,55.0,3.93,3.96,2.46,0
2.06,Premium,I,SI2,61.0,61.0,8.18,8.1,5.02,1
0.42,Premium,G,IF,61.6,58.0,4.76,4.79,2.94,0
0.59,Ideal,E,SI1,62.0,55.0,5.4,5.37,3.34,0
1.07,Ideal,J,SI1,61.5,55.0,6.58,6.62,4.06,1
0.3,Ideal,E,VS2,61.6,55.0,4.33,4.31,2.66,0
0.4,Premium,D,VVS2,60.7,60.0,4.74,4.78,2.89,0
0.34,Ideal,H,IF,61.9,53.0,4.5,4.52,2.79,0
0.63,Good,H,VS1,62.9,54.0,5.47,5.56,3.47,0
1.01,Very Good,G,VS1,63.1,59.0,6.32,6.23,3.96,1
0.31,Very Good,G,VS2,61.0,56.0,4.35,4.37,2.66,0
0.4,Premium,H,VVS2,60.9,58.0,4.79,4.74,2.9,0
1.09,Ideal,G,VS2,62.4,55.0,6.61,6.56,4.11,1
1.5,Premium,J,SI2,61.3,59.0,7.38,7.33,4.51,1
0.36,Premium,F,SI1,61.9,59.0,4.54,4.51,2.8,0
1.01,Good,F,VVS2,60.3,62.0,6.47,6.54,3.92,1
2.01,Ideal,I,SI2,62.1,57.0,8.07,8.03,5.0,1
0.72,Fair,D,SI1,65.6,60.0,5.62,5.54,3.66,0
1.01,Ideal,D,SI1,61.2,57.0,6.47,6.44,3.95,1
0.52,Good,D,VS2,63.5,57.0,5.08,5.13,3.24,0
0.5,Very Good,E,VS1,61.4,55.0,5.09,5.14,3.14,0
1.25,Ideal,D,VS2,62.6,56.0,6.84,6.87,4.29,1
1.01,Good,G,VS1,62.7,57.0,6.33,6.42,4.0,1
0.32,Very Good,F,VS1,62.3,55.0,4.38,4.42,2.74,0
0.3,Good,H,SI1,63.4,58.0,4.21,4.24,2.68,0
0.5,Very Good,F,SI1,61.0,60.0,5.08,5.11,3.11,0
1.01,Good,H,SI2,57.9,59.0,6.64,6.59,3.83,1
0.7,Very Good,H,VS1,62.9,58.0,4.31,4.34,2.72,0
0.61,Premium,D,SI1,61.6,58.0,5.37,5.34,3.3,0
0.7,Ideal,H,SI2,59.9,57.0,5.77,5.74,3.45,0
0.54,Ideal,F,SI2,60.8,56.0,5.26,5.34,3.22,0
2.11,Ideal,I,VS2,60.3,61.0,8.29,8.22,4.98,1
0.7,Very Good,F,SI1,63.1,60.0,5.62,5.63,3.55,0
1.08,Ideal,H,SI2,61.0,57.0,6.64,6.6,4.04,1
0.79,Ideal,H,VVS1,62.0,56.0,5.92,5.96,3.68,1
0.73,Ideal,I,SI2,62.4,56.0,5.74,5.77,3.59,0
2.01,Ideal,G,SI1,62.1,57.0,8.07,8.09,5.02,1
1.8,Ideal,F,SI1,61.9,56.0,7.78,7.87,4.84,1
0.45,Fair,F,SI1,66.8,59.0,4.79,4.63,3.16,0
0.9,Very Good,G,VS2,60.2,59.0,6.22,6.28,3.76,1
0.31,Ideal,D,VS2,62.6,56.0,4.33,4.36,2.72,0
0.69,Ideal,F,VVS1,61.6,56.0,5.69,5.71,3.51,1
0.31,Ideal,G,IF,61.6,55.0,4.35,4.38,2.69,0
0.84,Good,F,I1,60.8,64.0,6.05,6.03,3.67,0
1.02,Ideal,I,SI2,60.6,56.0,6.57,6.53,3.97,1
1.0,Fair,E,VS2,57.4,58.0,6.57,6.64,3.79,1
0.23,Premium,D,VVS2,59.6,61.0,4.03,3.99,2.39,0
0.53,Ideal,F,SI1,61.9,55.0,5.19,5.21,3.22,0
0.8,Very Good,H,VS1,62.7,56.0,5.88,5.96,3.71,1
1.01,Premium,J,SI2,61.7,58.0,6.44,6.4,3.96,1
1.5,Ideal,F,SI1,62.0,60.0,7.32,7.29,4.53,1
0.6,Fair,F,VVS2,60.1,66.0,5.48,5.44,3.28,0
0.34,Very Good,G,VS1,62.2,55.0,4.48,4.52,2.8,0
0.34,Premium,J,VS2,62.3,60.0,4.46,4.49,2.79,0
0.32,Ideal,H,VVS1,61.9,55.0,4.38,4.37,2.71,0
1.01,Fair,G,VS2,65.1,56.0,6.2,6.15,4.02,1
0.34,Good,G,VS2,57.5,61.0,4.66,4.6,2.66,0
0.35,Premium,D,VS2,61.8,58.0,4.54,4.56,2.82,0
1.01,Premium,H,SI1,59.8,60.0,6.48,6.52,3.89,1
0.41,Ideal,D,SI2,61.0,56.0,4.83,4.78,2.93,0
0.71,Premium,D,VVS1,59.7,59.0,5.81,5.88,3.49,1
1.31,Ideal,H,VS1,62.5,56.0,6.95,7.03,4.37,1
0.3,Premium,G,SI2,62.5,59.0,4.31,4.27,2.68,0
1.02,Premium,F,SI2,63.0,58.0,6.43,6.37,4.03,1
0.6,Good,G,SI1,65.3,56.0,5.21,5.26,3.42,0
0.7,Very Good,I,SI1,62.7,56.0,5.64,5.68,3.55,0
0.3,Very Good,E,SI1,63.2,56.0,4.3,4.27,2.71,0
1.51,Premium,J,VS1,62.1,58.0,7.4,7.36,4.58,1
1.51,Premium,E,SI1,62.8,59.0,7.3,7.26,4.57,1
1.11,Very Good,D,VVS1,62.5,58.0,6.67,6.6,4.15,1
0.71,Premium,D,SI1,60.9,59.0,5.72,5.71,3.48,0
0.41,Very Good,G,VS2,62.7,60.0,4.71,4.75,2.96,0
1.5,Ideal,H,SI1,62.0,55.0,7.29,7.34,4.54,1
0.32,Ideal,F,VVS1,62.3,55.0,4.37,4.4,2.73,0
0.91,Fair,J,VS2,65.4,60.0,6.04,6.0,3.94,0
0.31,Good,H,VVS2,63.6,56.0,4.28,4.33,2.74,0
1.56,Ideal,I,SI1,61.4,56.0,7.47,7.42,4.57,1
0.75,Ideal,D,VS1,62.4,56.0,5.79,5.84,3.63,1
0.53,Ideal,H,SI1,60.8,56.0,5.27,5.29,3.21,0
0.3,Very Good,H,SI1,58.7,63.0,4.37,4.32,2.55,0
1.56,Very Good,I,VS2,59.7,60.0,7.53,7.58,4.51,1
1.0,Very Good,F,VS1,62.1,60.0,6.33,6.42,3.96,1
0.34,Ideal,E,SI1,60.7,57.0,4.51,4.48,2.73,0
0.81,Very Good,E,SI1,61.9,58.0,5.92,5.97,3.68,1
2.01,Premium,I,SI1,62.4,61.0,8.01,7.99,4.99,1
0.73,Ideal,E,VS1,61.7,57.0,5.77,5.8,3.57,1
0.4,Premium,H,SI1,62.1,62.0,4.73,4.7,2.93,0
0.35,Ideal,G,IF,61.7,55.0,4.52,4.55,2.8,0
0.3,Premium,D,VS2,61.9,58.0,4.32,4.28,2.66,0
0.3,Premium,E,VS2,60.4,58.0,4.34,4.3,2.61,0
1.0,Premium,G,SI2,62.7,59.0,6.3,6.36,3.97,1
0.7,Ideal,F,VS2,60.8,59.0,5.69,5.79,3.49,0
0.51,Very Good,H,VS1,60.7,56.0,5.16,5.2,3.15,0
0.32,Ideal,E,VVS1,61.2,55.0,4.41,4.42,2.7,0
0.32,Premium,H,VVS1,61.4,58.0,4.38,4.41,2.7,0
1.01,Very Good,E,SI1,63.3,58.0,6.39,6.37,4.04,1
0.34,Very Good,E,SI1,63.0,55.0,4.42,4.47,2.8,0
1.55,Premium,H,VS2,61.7,59.0,7.44,7.4,4.58,1
0.3,Premium,G,VS1,60.8,61.0,4.34,4.31,2.63,0
0.31,Ideal,F,IF,61.6,56.0,4.35,4.38,2.69,0
2.03,Ideal,G,SI2,62.6,56.0,8.15,8.1,5.08,1
0.29,Very Good,H,VVS1,62.0,55.0,4.24,4.27,2.64,0
0.7,Ideal,I,VS1,61.8,54.7,5.71,5.85,3.54,0
1.05,Very Good,E,SI2,63.3,57.0,6.5,6.46,4.1,1
0.31,Ideal,F,IF,61.7,56.0,4.34,4.38,2.69,0
1.21,Very Good,G,VVS2,60.4,56.0,6.88,6.92,4.17,1
0.3,Ideal,F,IF,62.5,54.0,4.31,4.33,2.7,0
1.01,Premium,F,VS2,60.7,60.0,6.51,6.58,3.97,1
0.5,Good,D,SI1,63.6,58.0,5.05,5.08,3.22,0
0.53,Ideal,H,VS2,61.7,54.0,5.23,5.2,3.22,0
0.52,Very Good,E,SI2,60.7,56.0,5.17,5.21,3.15,0
0.33,Ideal,G,SI1,61.8,54.0,4.46,4.5,2.77,0
0.33,Premium,F,VS2,62.4,57.0,4.43,4.39,2.75,0
0.59,Ideal,F,VVS1,62.4,56.0,5.36,5.38,3.35,0
1.01,Good,F,SI1,63.8,59.0,6.32,6.29,4.02,1
2.32,Fair,H,SI1,62.0,62.0,8.47,8.31,5.2,1
2.03,Very Good,I,SI2,61.2,55.0,8.14,8.26,5.02,1
1.0,Very Good,E,VVS2,61.9,61.0,6.38,6.42,3.96,1
1.02,Ideal,E,VS1,62.2,54.0,6.44,6.46,4.01,1
0.56,Ideal,F,SI2,61.9,55.0,5.27,5.31,3.28,0
1.5,Very Good,H,SI1,61.4,57.0,7.27,7.33,4.48,1
0.31,Premium,E,VS2,61.6,59.0,4.35,4.32,2.67,0
1.04,Ideal,H,VS2,59.3,57.0,6.64,6.58,3.92,1
0.41,Ideal,J,VS2,62.2,54.0,4.76,4.79,2.97,0
0.33,Ideal,G,VS1,61.8,56.0,4.45,4.42,2.74,0
0.3,Premium,G,VS1,61.4,58.0,4.35,4.32,2.66,0
0.32,Very Good,I,VVS1,60.9,57.0,4.45,4.48,2.71,0
1.5,Premium,G,VVS2,61.2,59.0,7.4,7.31,4.5,1
0.7,Premium,G,SI2,61.9,58.0,5.64,5.6,3.48,0
1.5,Ideal,H,VS1,62.3,54.7,7.29,7.33,4.55,1
1.01,Premium,D,VS1,62.4,58.0,6.41,6.38,3.99,1
0.3,Ideal,F,IF,60.4,60.0,4.32,4.35,2.62,0
0.5,Fair,J,VS1,66.8,57.0,4.89,4.84,3.25,0
2.1,Ideal,I,SI1,61.7,55.0,8.21,8.13,5.04,1
2.01,Very Good,I,SI2,60.5,59.0,8.19,8.26,4.98,1
0.36,Premium,F,VS2,58.5,58.0,4.69,4.65,2.73,0
0.91,Ideal,E,SI1,62.3,55.0,6.2,6.23,3.87,1
0.4,Ideal,G,VVS2,62.6,53.0,4.72,4.77,2.97,0
1.05,Premium,G,VS2,63.0,57.0,6.51,6.48,4.09,1
0.53,Ideal,E,VS2,61.9,56.0,5.21,5.19,3.22,0
0.5,Premium,H,SI1,59.0,59.0,5.22,5.18,3.07,0
0.75,Very Good,I,VS1,63.3,57.0,5.82,5.74,3.66,0
0.27,Very Good,F,VVS1,62.0,55.0,4.16,4.16,2.59,0
0.7,Very Good,G,VS2,62.2,57.0,6.75,6.78,4.21,1
1.71,Good,F,SI2,63.7,54.0,7.6,7.49,4.81,1
1.06,Very Good,F,SI2,62.6,60.0,6.54,6.44,4.06,1
0.51,Ideal,E,VS2,61.6,56.3,5.14,5.15,3.16,0
0.34,Premium,F,VS2,61.2,59.0,4.49,4.53,2.76,0
0.74,Very Good,D,SI2,63.1,58.0,5.69,5.79,3.62,0
2.29,Ideal,J,SI2,62.8,56.0,8.36,8.39,5.25,1
0.41,Premium,J,VVS1,62.2,59.0,4.75,4.71,2.94,0
0.93,Good,E,SI1,63.1,57.0,6.17,6.19,3.9,1
0.3,Ideal,G,VVS1,61.9,57.0,4.28,4.31,2.66,0
0.33,Ideal,E,VVS1,61.6,55.0,4.44,4.46,2.74,0
0.72,Ideal,D,SI1,60.5,56.0,5.79,5.84,3.52,1
1.25,Premium,J,VS1,62.2,58.0,6.92,6.88,4.29,1
0.3,Ideal,H,VS1,61.6,57.0,4.33,4.3,2.66,0
1.52,Ideal,F,VS2,62.9,53.0,7.36,7.31,4.61,1
0.53,Ideal,F,VVS2,61.9,56.0,5.18,5.22,3.22,0
0.31,Ideal,E,VS1,61.3,54.0,4.37,4.4,2.69,0
0.56,Ideal,H,VVS2,61.8,56.0,5.28,5.33,3.28,0
0.5,Premium,E,VS2,59.3,62.0,5.25,5.18,3.09,0
1.09,Very Good,F,VVS1,61.4,58.0,6.6,6.65,4.07,1
0.23,Very Good,E,VVS1,63.3,57.0,3.88,3.95,2.48,0
0.32,Premium,G,VS1,62.4,58.0,4.4,4.35,2.73,0
1.0,Fair,H,VS1,65.4,61.0,6.22,6.17,4.05,1
0.58,Very Good,I,VVS1,61.8,57.0,5.29,5.34,3.35,0
0.31,Ideal,F,VVS1,62.4,55.0,4.34,4.32,2.7,0
0.36,Good,H,VS2,63.7,55.0,4.52,4.49,2.87,0
0.39,Premium,J,VVS1,61.8,56.0,4.71,4.64,2.89,0
0.32,Ideal,G,VVS2,62.2,57.0,4.38,4.36,2.72,0
2.25,Fair,H,I1,67.7,58.0,8.01,7.97,5.41,1
0.43,Premium,G,VS2,61.3,58.0,4.86,4.83,2.97,0
0.3,Ideal,G,IF,62.1,55.0,4.31,4.35,2.69,0
0.71,Good,G,SI2,63.6,58.0,5.6,5.54,3.55,0
1.11,Good,H,SI2,63.5,60.3,6.49,6.58,4.15,1
1.0,Fair,F,SI1,66.4,57.0,6.21,6.14,4.1,1
0.34,Ideal,D,VS1,61.4,56.0,4.5,4.53,2.77,0
0.51,Premium,I,VVS2,59.4,60.0,5.26,5.21,3.11,0
0.7,Ideal,H,VS1,61.7,57.0,5.66,5.7,3.5,1
0.77,Very Good,D,VS2,61.2,59.0,5.86,5.91,3.6,1
1.51,Good,G,VS2,63.7,57.0,7.21,7.18,4.58,1
1.51,Ideal,I,VS2,62.6,56.0,7.27,7.32,4.57,1
1.18,Good,G,SI1,58.0,59.0,6.98,7.03,4.06,1
0.51,Very Good,F,VS2,60.5,63.0,5.17,5.11,3.11,0
0.42,Ideal,I,VVS1,60.2,57.0,4.85,4.88,2.93,0
0.58,Premium,J,VS2,59.5,62.0,5.44,5.41,3.23,0
0.26,Very Good,F,VVS1,61.2,60.0,4.13,4.14,2.53,0
0.3,Ideal,E,VS2,62.5,56.0,4.28,4.3,2.68,0
1.6,Premium,G,SI1,62.2,58.0,7.5,7.44,4.65,1
0.35,Ideal,E,VS1,61.5,57.0,4.52,4.55,2.79,0
1.31,Good,H,SI2,64.1,57.0,6.9,6.84,4.41,1
0.3,Ideal,G,IF,61.7,53.0,4.33,4.36,2.68,0
0.55,Ideal,I,SI1,61.3,56.0,5.29,5.34,3.26,0
0.31,Ideal,G,VS2,61.6,55.0,4.39,4.37,2.7,0
0.7,Fair,H,SI1,64.5,59.0,5.54,5.51,3.56,0
1.24,Very Good,I,SI1,62.5,57.0,6.84,6.89,4.29,1
1.11,Ideal,H,SI1,61.6,56.0,6.65,6.69,4.11,1
0.27,Very Good,F,VVS2,61.8,57.0,4.15,4.17,2.57,0
1.6,Ideal,J,SI1,62.2,55.0,7.46,7.53,4.66,1
0.91,Ideal,F,SI2,62.7,57.0,6.16,6.21,3.88,1
0.5,Good,D,SI1,63.6,54.0,5.02,5.08,3.21,0
1.0,Premium,G,VVS2,62.8,59.0,6.43,6.38,4.02,1
1.2,Very Good,J,SI2,61.4,55.0,6.85,6.92,4.23,1
0.93,Premium,F,SI1,62.5,58.0,6.22,6.19,3.88,1
1.06,Premium,H,SI1,61.0,58.0,6.57,6.61,4.02,1
1.05,Ideal,G,VS1,62.2,57.0,6.49,6.51,4.04,1
0.31,Very Good,G,VS1,60.5,57.0,4.39,4.42,2.67,0
0.54,Premium,F,SI2,59.6,60.0,5.25,5.28,3.14,0
0.54,Ideal,D,VS2,61.2,56.0,5.29,5.23,3.22,0
0.71,Fair,J,SI2,66.1,58.0,5.53,5.43,3.62,0
0.79,Ideal,I,SI1,61.6,56.0,5.95,5.97,3.67,0
0.42,Very Good,F,VS1,60.9,58.0,4.84,4.88,2.96,0
0.32,Premium,F,VS2,59.7,59.0,4.44,4.41,2.64,0
2.01,Good,F,SI2,62.9,58.0,7.89,8.01,5.0,1
1.0,Very Good,F,SI2,62.9,59.0,6.3,6.39,3.99,1
0.32,Premium,E,VS1,61.3,58.0,4.36,4.39,2.68,0
0.3,Ideal,D,SI1,62.1,54.0,4.35,4.31,2.69,0
0.41,Very Good,E,SI2,61.3,57.0,4.79,4.83,2.95,0
0.3,Ideal,I,VVS1,61.1,57.0,4.36,4.32,2.65,0
1.01,Ideal,G,VS2,61.4,57.0,6.44,6.5,3.97,1
1.01,Ideal,E,SI2,62.8,57.0,6.38,6.35,4.0,1
0.36,Ideal,G,VS1,61.1,55.0,4.63,4.66,2.84,0
1.0,Fair,G,SI2,70.2,58.0,6.0,5.73,4.13,0
0.57,Good,G,SI1,63.5,55.0,5.28,5.3,3.36,0
2.01,Ideal,G,SI2,62.8,56.0,8.07,8.02,5.05,1
0.9,Very Good,G,SI2,61.4,58.0,6.16,6.21,3.8,1
0.33,Ideal,F,VS1,62.8,55.0,4.41,4.45,2.78,0
1.14,Good,G,SI2,63.7,58.0,6.62,6.54,4.19,1
0.5,Fair,G,VS1,60.3,66.0,5.13,5.09,3.08,0
0.75,Ideal,D,VS2,62.4,55.0,5.83,5.8,3.63,1
1.5,Very Good,F,VVS2,63.8,59.0,7.17,7.25,4.6,1
1.15,Premium,H,VVS2,58.8,58.0,6.9,6.87,4.05,1
0.7,Premium,H,VS1,62.3,59.0,5.71,5.66,3.54,0
1.02,Ideal,G,SI2,61.4,54.0,6.55,6.52,4.01,1
0.51,Premium,G,SI1,60.3,61.0,5.19,5.12,3.11,0
0.31,Premium,E,VVS2,61.4,60.0,4.36,4.34,2.67,0
0.81,Premium,E,SI1,60.8,59.0,5.99,5.95,3.63,1
1.1,Ideal,I,SI1,61.6,55.0,6.66,6.68,4.11,1
1.01,Premium,G,VS1,60.3,58.0,6.56,6.5,3.94,1
0.54,Ideal,G,VVS1,62.2,56.0,5.2,5.22,3.24,0
0.31,Ideal,D,SI1,62.2,54.0,4.36,4.39,2.72,0
0.83,Ideal,E,SI1,62.7,57.0,5.96,6.01,3.75,1
0.33,Ideal,H,IF,62.0,55.0,4.46,4.48,2.77,0
0.79,Ideal,D,SI1,61.3,54.0,5.96,6.01,3.67,1
1.07,Premium,G,VS1,59.6,58.0,6.66,6.7,3.98,1
0.31,Ideal,F,IF,62.3,54.0,4.33,4.37,2.71,0
0.51,Fair,G,SI1,64.5,56.0,5.06,5.01,3.25,0
0.69,Ideal,F,SI1,61.3,55.0,5.72,5.74,3.51,0
0.32,Premium,E,VS2,59.3,58.0,4.45,4.49,2.65,0
0.53,Good,I,VS1,64.3,55.0,5.17,5.13,3.31,0
0.31,Very Good,D,SI1,62.1,58.0,4.3,4.33,2.68,0
0.46,Very Good,G,VVS2,62.7,53.0,4.93,4.96,3.1,0
0.36,Premium,F,VS2,62.0,59.0,4.51,4.56,2.81,0
0.52,Very Good,G,VS1,61.7,56.0,5.17,5.21,3.2,0
0.3,Premium,E,IF,60.1,60.0,4.32,4.3,2.59,0
1.0,Very Good,F,SI1,63.1,57.0,6.37,6.33,4.01,1
0.82,Ideal,E,SI1,61.8,55.0,5.97,6.01,3.7,1
0.42,Ideal,F,VS1,61.6,55.0,4.84,4.87,2.99,0
0.33,Premium,I,VVS2,62.1,56.0,4.45,4.41,2.75,0
0.36,Ideal,E,VS1,62.0,56.0,4.59,4.57,2.84,0
1.01,Premium,F,SI1,60.6,59.0,6.52,6.49,3.94,1
0.39,Premium,F,VS2,58.4,62.0,4.79,4.76,2.79,0
1.5,Ideal,E,VS2,63.4,54.0,7.22,7.25,4.59,1
1.24,Good,H,SI1,62.0,65.0,6.88,6.84,4.25,1
1.25,Ideal,I,SI2,61.8,56.0,6.92,6.94,4.28,1
1.02,Ideal,F,SI2,61.8,57.0,6.43,6.49,3.99,1
0.3,Fair,J,VS2,61.8,58.0,4.24,4.16,2.72,0
0.52,Very Good,G,VVS2,63.2,57.0,5.08,5.11,3.22,0
0.31,Very Good,G,VVS1,63.1,56.0,4.35,4.33,2.74,0
1.52,Ideal,I,VS1,61.4,57.0,7.42,7.38,4.54,1
1.51,Premium,J,VS2,60.7,60.0,7.43,7.36,4.49,1
1.25,Premium,H,VS2,60.4,59.0,6.96,6.92,4.19,1
0.25,Ideal,H,VVS1,62.4,55.0,4.04,4.08,2.53,0
0.4,Ideal,G,VS2,62.5,54.0,4.72,4.75,2.96,0
0.34,Ideal,H,VS2,60.4,57.0,4.54,4.57,2.75,0
0.31,Very Good,G,SI1,63.2,54.0,4.33,4.31,2.73,0
0.5,Ideal,I,VVS2,61.8,57.0,5.09,5.11,3.15,0
1.15,Ideal,F,SI2,60.6,58.0,6.75,6.79,4.1,1
1.63,Very Good,H,SI1,59.8,60.0,7.64,7.68,4.58,1
1.42,Ideal,I,VS2,62.9,57.0,7.21,7.07,4.49,1
0.77,Very Good,I,VS2,60.2,59.0,5.89,5.97,3.57,0
1.7,Premium,J,VVS1,62.9,60.0,7.61,7.56,4.77,1
0.38,Good,D,VS2,63.4,55.0,4.63,4.67,2.95,0
0.31,Premium,F,SI1,62.7,58.0,4.31,4.33,2.71,0
0.9,Good,H,SI2,61.3,61.0,6.11,6.16,3.76,1
0.3,Ideal,G,SI1,62.3,56.0,4.27,4.3,2.67,0
0.3,Ideal,F,SI1,62.3,54.0,4.27,4.3,2.67,0
1.64,Premium,E,SI2,61.9,61.0,7.54,7.51,4.66,1
0.32,Very Good,D,VS2,58.8,59.0,4.49,4.52,2.65,0
1.6,Ideal,H,SI2,62.1,56.0,7.43,7.51,4.64,1
0.32,Ideal,E,SI1,61.5,55.0,4.4,4.44,2.72,0
0.39,Good,G,VVS1,61.6,61.0,4.71,4.74,2.91,0
1.53,Premium,I,SI1,61.5,59.0,7.39,7.32,4.52,1
0.32,Very Good,J,VS1,60.6,59.0,4.42,4.46,2.69,0
1.51,Good,G,VVS2,63.8,59.0,7.28,7.24,4.63,1
